game,score,steps,duration_sec,reason
726,1,1181,10.156,hunger
727,0,640,5.379,hunger
728,1,1251,10.602,hunger
729,1,659,5.571,hunger
730,0,640,5.4,hunger
731,4,1001,8.472,hunger
732,0,640,5.686,hunger
733,0,640,5.41,hunger
734,20,4060,34.579,hunger
735,0,640,5.464,hunger
736,0,640,5.506,hunger
737,0,640,5.44,hunger
738,1,652,5.567,hunger
739,0,640,5.5,hunger
740,0,640,5.534,hunger
741,0,640,5.497,hunger
742,3,1354,11.82,hunger
743,7,1499,12.941,hunger
744,0,640,5.509,hunger
745,1,1211,10.372,hunger
746,0,640,5.44,hunger
747,8,1143,9.814,hunger
748,0,640,5.499,hunger
749,0,640,5.474,hunger
750,0,640,5.537,hunger
751,0,640,5.429,hunger
752,0,640,5.412,hunger
753,1,650,6.34,hunger
754,0,640,5.524,hunger
755,0,640,5.474,hunger
756,0,640,5.417,hunger
757,0,640,5.431,hunger
758,0,640,5.622,hunger
759,0,640,5.431,hunger
760,0,640,5.474,hunger
761,5,1312,11.18,hunger
762,1,655,5.57,hunger
763,0,640,5.85,hunger
764,0,640,5.394,hunger
765,1,1274,10.919,hunger
766,0,640,5.648,hunger
767,0,640,5.44,hunger
768,4,1815,15.484,hunger
769,0,640,5.469,hunger
770,0,640,5.405,hunger
771,0,640,5.429,hunger
772,0,640,5.478,hunger
773,0,640,5.449,hunger
774,0,640,5.458,hunger
775,0,640,5.469,hunger
776,0,640,5.399,hunger
777,10,1890,15.962,hunger
778,0,640,5.445,hunger
779,0,640,5.526,hunger
780,0,640,5.445,hunger
781,0,640,5.68,hunger
782,2,1152,10.132,hunger
783,2,974,8.264,hunger
784,0,640,5.433,hunger
785,4,820,6.984,hunger
786,13,1740,14.774,self
787,0,640,5.546,hunger
788,0,640,5.576,hunger
789,1,671,5.796,hunger
790,0,640,5.493,hunger
791,3,1282,10.976,hunger
792,0,640,5.534,hunger
793,5,946,8.031,hunger
794,1,644,5.469,hunger
795,0,640,7.314,hunger
796,14,1427,15.718,self
797,0,640,5.731,hunger
798,0,640,5.481,hunger
799,0,640,6.177,hunger
800,0,640,5.717,hunger
801,0,640,6.11,hunger
802,0,640,5.903,hunger
803,2,1163,11.358,hunger
804,3,1278,16.787,hunger
805,0,640,5.714,hunger
806,1,1252,11.682,hunger
807,0,640,5.812,hunger
808,0,640,6.006,hunger
809,0,640,5.754,hunger
810,31,3016,26.85,self
811,0,640,5.921,hunger
812,0,640,5.759,hunger
813,0,640,6.296,hunger
814,0,640,6.333,hunger
815,0,640,7.584,hunger
816,0,640,6.098,hunger
817,21,2564,24.813,self
818,0,640,6.278,hunger
819,2,970,9.024,hunger
820,0,640,6.811,hunger
821,24,2175,20.067,self
822,0,640,5.45,hunger
823,0,640,5.418,hunger
824,1,1215,10.24,hunger
825,0,640,5.4,hunger
826,0,640,5.349,hunger
827,0,640,5.393,hunger
828,0,640,5.414,hunger
829,0,640,5.351,hunger
830,0,640,5.335,hunger
831,0,640,5.364,hunger
832,0,640,5.38,hunger
833,3,1328,11.053,hunger
834,0,640,5.315,hunger
835,0,640,5.338,hunger
836,0,640,5.332,hunger
837,0,640,5.319,hunger
838,7,2339,20.415,hunger
839,0,640,5.942,hunger
840,9,2095,18.558,hunger
841,0,640,5.573,hunger
842,0,640,5.583,hunger
843,13,4312,37.852,hunger
844,0,640,5.475,hunger
845,0,640,5.553,hunger
846,1,1096,9.384,hunger
847,4,1244,10.749,hunger
848,0,640,5.571,hunger
849,0,640,5.518,hunger
850,0,640,5.479,hunger
